"Nom_Com","Remunerado","No.Remunerado","Buscando.Empleo","Estudiando","Pensionado","Otro"
"Antofagasta",42.3897334147615,0.553509104022682,4.00582524808427,4.00582524808427,5.32507260834602,43.7200343767012
"Mejillones",51.8006980025247,0.556916907997327,3.49001262344991,3.49001262344991,3.37862924185045,37.2837306007277
"Sierra Gorda",63.3123895542902,0.461417632043982,1.3057137247202,1.3057137247202,0.196347928529354,33.4184174356961
"Taltal",43.4407148757228,0.818502665765563,2.92858751971165,2.92858751971165,5.43665990838778,44.4469475107006
"Calama",41.9263746673827,0.717427638764021,4.1350139684187,4.1350139684187,4.38722990870748,44.6989398483084
"Ollagüe",58.5669781931464,1.86915887850467,1.86915887850467,1.86915887850467,4.67289719626168,31.1526479750779
"SP Atacama",55.956711531466,1.90978537650055,2.23717715532921,2.23717715532921,3.69225172790106,33.966897053474
"Tocopilla",36.2066227269118,0.956880806797427,4.96704518383229,4.96704518383229,7.69872151195108,45.2036845866751
"Maria Elena",52.0520365494812,0.619482731918848,2.97351711321047,2.97351711321047,2.43146972278148,38.9499767693975
